ID;Island_name;CountryISO;Longitude_centroid;Latitude_centroid;Area;Current_isolation;Past_isolation;Climate_velocity;Temperature_mean;Temperature_sd;Precipitation_mean;Precipitation_sd;Elevation_sd;Richness_mammal;Richness_bat;Richness_nonVol;SIE_mammal;SIE_bats;SIE_nonVol;pSIE_mammal;pSIE_bats;pSIE_nonVol;bioregion;bioregion_SIE
1;Aruba;ABW;-69.97;12.51;181.94;-0.73;0;3.30;27.36;1.74;401.58;45.06;40.27;4;3;1;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
3;Ilha da Baia dos Tigres;AGO;11.70;-16.60;88.57;-1.20;0;6.88;24.24;1.38;30.70;1.81;2.22;1;1;0;0;0;0;0.00;0.00;0.00;Afrotropical;Ori+Ocea+Mad+Afro+Sah
17;Ilha da Cazanga;AGO;13.12;-8.93;6.38;-1.36;0;10.48;25.30;0.00;377.29;5.31;0.53;2;2;0;0;0;0;0.00;0.00;0.00;Afrotropical;Ori+Ocea+Mad+Afro+Sah
23;Ilha de Luanda;AGO;13.25;-8.78;1.63;-1.47;0;10.48;25.43;0.47;391.00;2.94;0.00;1;1;0;0;0;0;0.00;0.00;0.00;Afrotropical;Ori+Ocea+Mad+Afro+Sah
34;Anguilla;AIA;-63.05;18.21;74.93;-0.35;1;5.13;26.72;0.88;1139.84;49.13;0.45;5;5;0;0;0;0;0.00;0.00;0.00;Panamanian;Panam+Neotrop
552;Ostersocknen;ALA;20.56;60.03;21.14;-1.29;0;119.15;6.30;0.13;535.12;3.68;3.48;6;0;6;0;0;0;0.00;0.00;0.00;Paleartic;Pale+Nea+Eur+SinJ
726;Kumlinge;ALA;20.79;60.26;23.04;-1.36;0;96.43;6.13;0.47;550.72;8.78;2.55;6;0;6;0;0;0;0.00;0.00;0.00;Paleartic;Pale+Nea+Eur+SinJ
744;Eckero;ALA;19.59;60.22;89.30;-1.34;0;66.14;6.26;0.52;531.32;13.02;6.83;7;0;7;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
961;Kokar;ALA;20.93;59.93;35.88;-1.32;0;117.18;6.32;0.40;537.67;10.28;7.95;6;0;6;0;0;0;0.00;0.00;0.00;Paleartic;Pale+Nea+Eur+SinJ
986;Fliso;ALA;20.37;59.99;29.95;-1.28;0;131.38;6.33;0.44;530.08;5.55;5.03;7;0;7;0;0;0;0.00;0.00;0.00;Paleartic;Pale+Nea+Eur+SinJ
1014;Al Yasat as Sufla;ARE;51.99;24.18;5.30;-1.72;0;17.70;28.18;0.37;63.67;0.47;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1022;Al Yasat al `Ulya;ARE;52.01;24.23;9.85;-1.69;0;18.10;28.10;0.00;64.08;0.28;4.55;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1024;Salahah;ARE;53.54;24.19;1.38;-1.62;0;19.52;28.20;0.00;59.00;0.00;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1026;Jananah;ARE;53.41;24.21;12.59;-1.60;0;19.52;28.10;0.00;59.43;1.05;6.49;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1040;NA;ARE;51.55;24.41;4.76;-1.80;0;18.10;28.15;0.50;66.50;0.87;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1052;Sir Bani Yas;ARE;52.60;24.32;70.53;-1.52;0;8.67;27.80;1.80;65.70;6.08;39.87;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1054;Al Bazm al Gharbi;ARE;53.09;24.33;5.25;-1.50;0;19.52;27.90;0.00;62.75;0.43;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1055;Al Fiyay;ARE;53.20;24.30;5.66;-1.53;0;19.52;27.99;0.33;62.00;0.00;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1056;Jazirat Marawwah;ARE;53.29;24.29;34.71;-1.54;0;19.00;28.00;0.00;62.06;1.10;6.94;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1061;Al Futaysi;ARE;54.32;24.36;35.22;-1.66;0;19.30;28.47;0.46;57.63;0.72;8.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1075;Al Hudayriyat;ARE;54.36;24.42;17.66;-1.64;0;20.00;28.43;0.47;58.92;0.86;4.24;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1076;Umm an Nar;ARE;54.51;24.44;14.17;-1.67;0;20.00;28.58;0.37;61.00;0.00;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1084;Dalma;ARE;52.31;24.50;36.57;-1.48;0;9.29;27.61;1.47;69.90;5.96;35.83;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1087;Jazirat as Sammaliyah;ARE;54.53;24.46;14.02;-1.67;0;20.00;28.58;0.38;61.29;0.46;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1088;Jazirat Umm Yafinah;ARE;54.46;24.47;10.79;-1.64;0;20.00;28.50;0.00;61.00;0.00;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1098;Jazirat as Sa`diyat;ARE;54.44;24.53;26.32;-1.60;0;19.14;28.41;0.35;62.41;1.66;5.65;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1099;Jazirat Ramhan;ARE;54.52;24.54;9.70;-1.63;0;20.24;28.50;0.00;64.50;0.87;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1101;Al Qaffay;ARE;51.72;24.59;5.70;-1.67;0;18.10;27.90;0.00;67.80;0.40;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1104;Jazirat Bil Ghaylam;ARE;54.55;24.57;8.35;-1.63;0;20.00;28.50;0.00;65.00;0.00;0.44;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1111;Qarnayn;ARE;52.85;24.93;2.15;-1.20;0;19.05;27.35;0.50;77.50;0.50;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1113;Zirkuh;ARE;53.07;24.88;7.47;-1.22;0;14.57;27.16;1.87;81.25;6.08;66.83;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1124;Das;ARE;52.88;25.15;3.00;-1.18;0;19.05;27.24;0.49;84.29;1.03;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1136;Jazirat Ra's Ghurab;ARE;54.54;24.62;9.58;-1.60;0;20.00;28.42;0.42;66.69;0.46;3.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1138;Arzanah;ARE;52.56;24.79;4.57;-1.25;0;19.05;27.38;0.75;75.20;2.23;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1145;Jazirat al Ghallah;ARE;55.58;25.55;5.60;-1.54;0;20.95;28.60;0.00;127.50;0.50;0.00;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1197;Sir Bu Nu`ayr;ARE;54.22;25.23;14.34;-1.22;0;15.11;27.56;1.01;93.89;4.91;6.60;2;1;1;0;0;0;0.00;0.00;0.00;Saharo-Arabian;Ori+Ocea+Mad+Afro+Sah
1397;Isla Tovita;ARG;-65.95;-45.11;2.09;-1.00;0;17.86;12.87;0.47;283.33;3.30;0.70;7;0;7;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1398;Isla Tova;ARG;-66.00;-45.10;6.90;-1.02;0;10.04;12.91;0.94;294.80;7.26;0.47;7;0;7;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1455;Isla Valdes;ARG;-65.71;-45.06;1.11;-0.96;0;10.16;12.75;0.50;299.50;5.50;15.43;6;0;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1456;Isla Leones;ARG;-65.60;-45.05;5.79;-0.92;0;13.68;12.67;0.90;298.20;11.54;1.52;6;0;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1485;Isla Ariadna;ARG;-62.01;-39.25;15.78;-1.40;0;9.29;15.40;0.00;522.79;3.10;1.50;5;0;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1491;Isla Wood;ARG;-62.11;-39.23;31.46;-1.44;0;7.73;15.40;0.00;525.27;5.69;2.00;5;0;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1496;Isla Trinidad;ARG;-61.96;-39.14;212.03;-1.43;0;8.37;15.37;0.46;541.94;6.79;1.80;6;0;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1549;Isla Bermejo;ARG;-62.03;-39.03;78.41;-1.51;0;9.22;15.40;0.00;565.58;4.15;1.12;7;1;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1555;NA;ARG;-62.13;-38.97;14.80;-1.57;0;8.07;15.40;0.00;573.26;4.18;0.47;6;1;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1598;Isla Gama;ARG;-62.18;-40.49;57.56;-1.14;0;7.34;14.90;0.00;433.50;3.10;8.11;7;0;7;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1610;Isla Flamenco;ARG;-62.17;-40.41;30.14;-1.16;0;7.59;14.91;0.34;439.48;2.68;0.00;7;0;7;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1640;Isla de los Cesares;ARG;-62.32;-40.28;103.79;-1.26;0;7.08;15.02;0.39;433.37;3.65;3.29;9;1;8;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1666;NA;ARG;-62.12;-40.18;12.70;-1.19;0;8.57;15.07;0.45;448.33;1.73;8.50;6;0;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1733;Isla Sauzal;ARG;-58.27;-33.10;1.25;-1.93;0;8.19;17.90;0.00;1087.00;0.00;0.69;4;0;4;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1734;Isla Caballo;ARG;-58.26;-33.09;1.63;-1.93;0;8.47;17.90;0.00;1099.00;1.00;1.12;4;0;4;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1736;Isla Juncalito;ARG;-58.38;-33.97;6.98;-1.77;0;14.76;17.30;0.00;1069.00;4.00;11.15;5;0;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1748;Isla Lucha;ARG;-58.49;-34.31;5.29;-1.73;0;15.71;17.10;0.00;1084.00;2.24;0.00;3;1;2;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1761;Isla Martin Garcia;ARG;-58.25;-34.18;3.96;-1.71;0;10.58;17.19;0.35;1079.00;14.50;0.69;3;0;3;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1776;NA;ARG;-62.24;-38.85;1.06;-1.64;0;12.86;15.50;0.00;586.54;1.11;0.53;6;1;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1789;NA;ARG;-62.25;-38.84;1.03;-1.65;0;12.86;15.50;0.00;586.00;2.00;0.00;6;1;5;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1796;Isla de la Punta;ARG;-62.27;-38.81;2.71;-1.66;0;13.10;15.50;0.00;589.20;2.32;0.00;7;1;6;0;0;0;0.00;0.00;0.00;Neotropical;Panam+Neotrop
1805;Olosega Island;ASM;-169.62;-14.18;7.27;-0.18;1;5.87;27.10;0.00;4011.02;33.29;180.85;1;1;0;0;0;0;0.00;0.00;0.00;Oceanina;Ori+Ocea+Mad+Afro+Sah
1806;Ofu Island;ASM;-169.66;-14.17;7.73;-0.18;1;3.11;26.01;6.22;4841.86;407.24;116.73;2;2;0;0;0;0;0.00;0.00;0.00;Oceanina;Ori+Ocea+Mad+Afro+Sah
1810;Tutuila Island;ASM;-170.72;-14.30;142.88;-0.19;1;2.21;26.22;6.06;4914.90;424.23;107.42;3;3;0;0;0;0;0.00;0.00;0.00;Oceanina;Ori+Ocea+Mad+Afro+Sah
1811;Ta`u Island;ASM;-169.47;-14.24;59.62;-0.18;1;4.05;25.20;16.19;4628.12;760.16;133.67;3;3;0;0;0;0;0.00;0.00;0.00;Oceanina;Ori+Ocea+Mad+Afro+Sah
2762;Barbuda;ATG;-61.79;17.63;144.41;-0.36;1;7.68;26.68;0.71;1125.89;58.64;0.41;7;7;0;0;0;0;0.00;0.00;0.00;Panamanian;Panam+Neotrop
2764;NA;ATG;-61.87;17.69;6.23;-0.36;1;10.86;26.76;0.49;1085.80;14.11;0.47;7;7;0;0;0;0;0.00;0.00;0.00;Panamanian;Panam+Neotrop
2769;Antigua Island;ATG;-61.80;17.08;280.17;-0.41;1;3.54;26.54;3.16;1222.35;117.04;0.36;7;7;0;0;0;0;0.00;0.00;0.00;Panamanian;Panam+Neotrop
3006;Maria Island;AUS;148.08;-42.65;105.23;-0.68;0;2.52;12.32;8.33;803.11;73.44;169.80;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
3192;Woody Island;AUS;147.29;-43.33;360.92;-0.68;0;2.98;11.73;7.48;959.23;179.09;119.32;4;0;4;0;0;0;0.00;0.00;0.00;Australian;Australian
3937;Cape Barren Island;AUS;148.24;-40.40;471.39;-0.52;0;0.75;13.86;5.17;745.59;81.76;109.00;9;1;8;0;0;0;0.00;0.00;0.00;Australian;Australian
3940;Tasmania;AUS;146.58;-42.02;64363.40;-0.35;0;0.80;10.61;18.96;1308.32;624.81;296.81;36;9;27;3;2;1;0.08;0.22;0.04;Australian;Australian
4346;Robbins Island;AUS;144.94;-40.69;104.55;-0.63;0;5.73;13.27;0.91;1035.44;59.55;11.32;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4500;Great Glennie Island;AUS;146.23;-39.09;1.63;-0.71;0;8.10;14.20;1.00;1079.00;9.00;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
4509;Inner Sister Island;AUS;147.91;-39.69;8.36;-0.48;0;3.86;14.14;2.64;805.73;30.66;23.74;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4513;Outer Sister Island;AUS;147.99;-39.65;6.16;-0.48;0;3.88;14.13;1.28;836.57;21.02;0.48;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4637;Snake Island;AUS;146.53;-38.76;53.98;-0.88;0;7.44;14.56;0.49;935.14;11.99;0.35;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4642;Sunday Island;AUS;146.63;-38.71;21.31;-0.91;0;8.92;14.60;0.00;935.43;15.85;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4694;French Island;AUS;145.36;-38.35;174.76;-1.09;0;4.63;14.50;1.52;875.48;52.96;16.52;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
4750;Ile Decres;AUS;137.24;-35.83;4417.68;-0.74;0;3.28;14.85;4.51;617.71;85.06;56.17;39;6;33;6;0;6;0.15;0.00;0.18;Australian;Australian
4795;Michaelmas Island;AUS;118.04;-35.04;1.06;-0.91;0;12.62;16.00;0.00;882.50;9.50;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
4800;Ile Valbelle;AUS;136.06;-35.23;2.23;-0.79;0;9.52;15.90;0.00;514.00;0.00;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4806;Ile Marengo;AUS;136.47;-35.16;9.48;-0.85;0;7.69;15.74;1.24;502.14;15.33;9.57;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4860;Lord Howe Island;AUS;159.08;-31.55;17.47;-0.26;1;8.62;19.34;2.50;1816.04;98.24;0.00;2;2;0;1;1;0;0.50;0.50;0.00;Australian;Australian
4955;Broughton Island;AUS;152.32;-32.62;1.78;-0.99;0;13.10;18.80;0.00;1324.03;19.63;29.00;1;1;0;0;0;0;0.00;0.00;0.00;Australian;Australian
4965;Shark Island;AUS;152.19;-32.75;1.22;-1.00;0;12.86;18.72;0.63;1314.95;11.41;1.82;1;1;0;0;0;0;0.00;0.00;0.00;Australian;Australian
4995;Garden Island;AUS;115.68;-32.20;12.12;-1.10;0;11.05;18.71;0.58;747.06;10.76;0.52;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
4998;Ile Talleyrand;AUS;133.29;-32.51;8.05;-1.09;0;2.95;17.10;0.89;365.10;11.34;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5008;Ile D'Apres;AUS;133.37;-32.40;1.45;-1.18;0;2.86;17.30;0.00;338.50;1.50;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5009;Franklin Island 2;AUS;133.64;-32.46;2.80;-1.25;0;3.10;17.43;0.47;340.67;3.30;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5010;Ile Richelieu;AUS;133.67;-32.44;2.78;-1.27;0;2.86;17.50;0.00;335.00;3.00;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5014;Eyre Island;AUS;133.82;-32.37;10.83;-1.38;0;3.42;17.72;0.37;315.17;0.90;0.40;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5026;Goat Island;AUS;133.51;-32.31;3.18;-1.29;0;3.33;17.50;0.58;333.33;6.50;0.58;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5027;Saint Peter Island;AUS;133.59;-32.28;39.35;-1.35;0;2.03;17.56;0.81;327.25;12.06;0.47;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5041;Ile Massillon;AUS;133.29;-32.56;1.84;-1.05;0;2.86;17.10;1.00;359.00;4.00;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5046;Rottnest Island;AUS;115.51;-32.01;19.28;-1.02;0;10.20;18.86;0.49;708.29;11.66;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5238;Daw Island;AUS;124.14;-33.85;2.61;-0.88;0;14.05;16.67;1.25;513.67;5.31;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
5284;East Island;AUS;134.80;-33.60;3.86;-1.21;0;8.10;17.00;0.00;415.40;5.04;0.44;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5309;Williams Island;AUS;135.97;-35.03;1.98;-0.84;0;9.05;15.93;0.47;537.67;9.29;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5316;Liquanea Island;AUS;135.62;-34.99;1.65;-0.83;0;7.62;15.95;0.50;586.00;6.00;0.69;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5332;Bald Island;AUS;118.46;-34.92;8.70;-0.93;0;10.28;15.50;2.65;848.00;36.59;3.52;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5339;Taylor Island;AUS;136.01;-34.88;2.73;-0.89;0;9.52;16.00;0.00;521.20;9.24;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5357;Nundalla;AUS;136.15;-35.00;42.99;-0.87;0;5.69;15.73;2.76;529.69;36.13;48.75;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5358;Hopkins Island;AUS;136.06;-34.96;1.62;-0.86;0;9.52;15.91;1.33;510.02;9.72;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5410;Salisbury Island;AUS;123.55;-34.36;4.42;-0.75;0;13.65;16.23;0.83;662.25;9.07;57.00;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
5449;Hood Island;AUS;122.05;-34.14;1.36;-0.94;0;14.29;16.85;0.53;727.18;7.80;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5452;Mondrain Island;AUS;122.24;-34.13;9.02;-0.96;0;11.49;16.55;2.10;802.36;28.53;61.00;4;0;4;0;0;0;0.00;0.00;0.00;Australian;Australian
5466;Wilson Island;AUS;122.00;-34.12;1.14;-0.96;0;14.05;16.93;0.54;713.35;9.83;9.87;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5471;Middle Island;AUS;123.19;-34.10;11.57;-0.96;0;12.51;16.64;1.54;646.67;32.41;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5486;Remark Island;AUS;121.99;-34.06;1.08;-1.00;0;14.29;16.73;2.41;742.51;22.83;87.83;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5487;Frederick Island;AUS;122.01;-34.07;1.00;-1.00;0;14.29;17.00;0.00;694.65;14.16;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5499;Long Island;AUS;121.96;-34.05;1.90;-1.01;0;13.81;16.90;0.00;735.00;5.00;75.43;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5512;Ram Island;AUS;122.14;-34.03;1.45;-1.03;0;14.76;17.00;0.82;704.67;11.15;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5518;Sandy Hook Island;AUS;122.00;-34.03;2.64;-1.02;0;14.76;16.85;0.50;746.00;10.32;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5524;Figure of Eight Island;AUS;121.61;-34.03;2.49;-1.02;0;13.81;16.97;0.94;684.00;8.83;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5526;Gulch Island;AUS;123.25;-34.02;1.19;-1.00;0;14.29;16.90;0.00;565.00;4.00;6.83;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5540;Pasley Island;AUS;123.53;-34.01;1.07;-0.95;0;14.29;16.85;0.50;534.44;2.84;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5563;Boxer Island;AUS;121.68;-34.00;1.84;-1.04;0;13.81;17.00;0.71;682.25;7.95;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5573;North Twin Peak Island;AUS;122.84;-33.99;3.07;-1.06;0;12.62;16.80;2.16;648.67;19.29;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5621;Woody Island;AUS;122.01;-33.96;2.00;-1.07;0;14.76;16.87;2.62;726.95;31.30;0.43;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
5803;Flinders Island;AUS;148.07;-40.01;1349.57;-0.47;0;1.34;14.08;5.04;759.56;80.59;67.43;14;3;11;0;0;0;0.00;0.00;0.00;Australian;Australian
5804;King Island;AUS;143.99;-39.86;1107.18;-0.46;0;5.03;13.35;2.41;963.44;71.36;17.76;12;2;10;0;0;0;0.00;0.00;0.00;Australian;Australian
5842;West Wallabi Island;AUS;113.69;-28.46;6.43;-0.76;0;9.05;20.80;0.00;446.22;2.86;6.26;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5843;East Wallabi Island;AUS;113.73;-28.44;3.32;-0.78;0;9.05;20.80;0.00;444.20;3.66;5.67;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
5859;Dorre Island;AUS;113.10;-25.12;54.37;-0.80;0;6.93;22.39;0.58;249.00;7.19;0.00;5;0;5;0;0;0;0.00;0.00;0.00;Australian;Australian
5900;Salutation Island;AUS;113.77;-26.54;1.86;-1.12;0;8.57;22.30;0.00;277.67;0.94;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
5917;Bernier Island;AUS;113.14;-24.86;42.46;-0.84;0;6.78;22.56;0.69;244.54;6.77;0.47;7;0;7;0;0;0;0.00;0.00;0.00;Australian;Australian
5929;Faure Island;AUS;113.89;-25.85;53.55;-1.21;0;5.75;22.77;0.48;220.68;4.07;13.91;4;0;4;0;0;0;0.00;0.00;0.00;Australian;Australian
5945;Dirk Hartog Island;AUS;113.05;-25.79;639.25;-0.74;0;2.77;21.91;1.65;274.61;18.42;23.78;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
6055;Fraser Island;AUS;153.14;-25.26;1665.25;-0.82;0;3.88;21.79;4.12;1441.16;206.93;46.07;36;18;18;0;0;0;0.00;0.00;0.00;Australian;Australian
6074;West Intercourse Island;AUS;116.61;-20.70;23.98;-1.09;0;6.33;26.78;0.75;261.52;9.20;0.50;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6134;East Intercourse Island;AUS;116.68;-20.65;2.44;-1.07;0;7.62;26.77;0.47;250.33;2.87;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6142;Depuch Island;AUS;117.73;-20.63;11.60;-1.28;0;5.23;26.85;2.03;372.80;15.07;3.79;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6143;Dixon Island;AUS;117.06;-20.63;5.81;-1.14;0;8.10;26.92;0.40;283.00;2.10;0.49;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
6146;East Lewis Island;AUS;116.66;-20.61;10.06;-1.04;0;6.89;26.68;0.83;263.00;8.74;0.51;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6147;Enderby Island;AUS;116.52;-20.60;32.62;-1.00;0;5.77;26.60;0.99;261.63;9.05;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
6148;West Lewis Island;AUS;116.63;-20.58;20.22;-1.02;0;6.18;26.58;0.96;270.26;9.04;25.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6163;NA;AUS;116.68;-20.51;3.12;-0.98;0;7.94;26.63;0.47;265.33;3.09;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6173;Angel Island;AUS;116.81;-20.49;9.15;-0.99;0;7.78;26.55;0.89;273.73;7.63;0.51;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6176;Rosemary Island;AUS;116.60;-20.48;11.38;-0.94;0;6.20;26.51;0.35;268.14;6.62;2.89;3;0;3;0;0;0;0.00;0.00;0.00;Australian;Australian
6178;Dolphin Island;AUS;116.85;-20.48;32.75;-0.99;0;5.32;26.48;1.69;288.92;13.72;2.06;5;0;5;0;0;0;0.00;0.00;0.00;Australian;Australian
6191;Gidley Island;AUS;116.82;-20.45;8.59;-0.97;0;7.99;26.54;0.68;274.44;5.89;0.44;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6192;Hauy Island;AUS;116.97;-20.43;1.15;-0.98;0;8.10;26.70;0.00;279.00;0.00;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Australian;Australian
6199;Legendre Island;AUS;116.88;-20.39;14.07;-0.95;0;7.84;26.56;0.49;279.35;2.19;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Australian;Australian
