ID;Island_name;CountryISO;Longitude_centroid;Latitude_centroid;Area;Current_isolation;Past_isolation;Climate_velocity;Temperature_mean;Temperature_sd;Precipitation_mean;Precipitation_sd;Elevation_sd;Richness_mammal;Richness_bat;Richness_nonVol;SIE_mammal;SIE_bats;SIE_nonVol;pSIE_mammal;pSIE_bats;pSIE_nonVol;bioregion;bioregion_SIE
54634;Mersea Island;GBR;0.95;51.79;18.09;-1.60;0;39.44;10.63;0.50;550.15;13.00;0.50;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54644;Isle of Walney;GBR;-3.24;54.10;14.55;-1.33;0;69.08;9.98;0.37;1107.47;28.35;0.47;4;0;4;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54650;Mew Island;GBR;-5.53;54.68;1.83;-1.17;0;72.86;10.10;0.00;895.80;16.41;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54665;Holy Island;GBR;-1.81;55.68;5.80;-1.21;0;85.78;9.54;0.48;658.27;11.36;0.39;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54667;Holy Island;GBR;-5.07;55.53;2.72;-1.31;0;77.14;9.36;3.46;1383.86;68.65;4.75;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54671;NA;GBR;-5.75;55.63;1.13;-1.13;0;74.29;9.75;0.50;1446.50;16.50;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54679;Gigha Island;GBR;-5.74;55.69;16.01;-1.14;0;53.89;9.71;0.83;1534.56;53.43;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54680;Little Cumbrae Island;GBR;-4.95;55.72;3.11;-1.36;0;78.81;9.35;1.26;1635.00;71.16;0.46;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54682;Islay;GBR;-6.25;55.76;624.91;-1.03;0;16.82;9.31;4.78;1374.14;138.41;77.30;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54685;Great Cumbrae Island;GBR;-4.92;55.77;12.45;-1.38;0;50.45;9.39;1.51;1620.37;100.63;12.19;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54687;Inchmarnock;GBR;-5.16;55.79;2.70;-1.31;0;77.86;9.53;0.75;1787.00;34.86;0.52;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54692;Island of Bute;GBR;-5.10;55.83;124.85;-1.33;0;26.04;9.18;3.32;1864.17;197.60;47.03;4;0;4;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54714;Ailsa Craig;GBR;-5.12;55.25;1.12;-1.26;0;76.19;9.30;2.00;1462.50;37.50;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54715;Sanda Island;GBR;-5.58;55.28;1.82;-1.20;0;73.81;9.80;0.71;1295.50;17.78;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54723;Rathlin Island;GBR;-6.22;55.29;15.54;-1.12;0;62.54;9.65;1.63;1354.06;64.05;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54727;Isle of Arran;GBR;-5.24;55.57;434.12;-1.27;0;11.28;8.45;8.67;1685.58;238.00;129.70;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54728;Ireland;GBRIR;-7.89;53.46;84037.84;-0.69;0;13.74;9.77;6.41;1187.42;292.90;87.63;26;10;16;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54730;NA;GBR;-5.65;54.37;1.04;-1.16;0;72.38;10.20;0.00;856.33;11.84;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54773;Longa Island;GBR;-5.81;57.73;1.59;-1.19;0;70.95;9.07;0.47;1587.33;13.60;33.88;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54776;Killegray;GBR;-7.08;57.74;1.90;-0.82;0;55.08;9.38;0.40;1366.80;20.27;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54790;Ensay;GBR;-7.08;57.76;2.16;-0.81;0;55.00;9.35;0.50;1377.75;17.87;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54846;NA;GBR;-6.89;58.21;1.02;-0.77;0;53.81;9.20;0.00;1238.00;7.00;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54849;Pabay Mor;GBR;-6.94;58.24;1.35;-0.76;0;53.33;9.20;0.00;1237.33;18.21;0.46;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54859;Great Bernera;GBR;-6.84;58.23;24.39;-0.78;0;39.61;9.15;0.77;1356.12;65.68;0.49;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54871;Isle of Ewe;GBR;-5.62;57.83;3.84;-1.21;0;72.14;9.03;0.43;1429.25;12.23;26.37;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54882;Scalpay;GBR;-6.68;57.86;8.35;-0.89;0;49.59;9.18;0.98;1470.25;60.87;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54885;Gruinard Island;GBR;-5.47;57.89;2.38;-1.23;0;73.81;8.98;1.34;1535.67;47.96;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54888;Eilean an Tighe;GBR;-6.36;57.90;1.86;-0.98;0;62.38;9.00;0.00;1461.50;24.50;29.92;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54890;Isle Martin;GBR;-5.22;57.94;1.91;-1.25;0;77.62;8.90;1.83;1577.00;71.58;90.71;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54893;Priest Island;GBR;-5.51;57.96;1.55;-1.20;0;72.14;9.00;0.00;1557.50;15.50;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54901;Horse Island;GBR;-5.35;57.99;1.07;-1.22;0;74.76;9.00;1.00;1578.50;16.50;42.97;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54913;NA;GBR;-5.44;58.04;1.86;-1.18;0;73.02;9.00;0.82;1520.33;20.15;0.00;19;5;14;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54914;Seaforth Island;GBR;-6.73;58.00;2.70;-0.85;0;57.86;8.90;2.58;1201.50;34.83;40.39;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54915;Eilean Iuvard;GBR;-6.43;58.00;1.57;-0.94;0;61.75;9.13;0.43;1235.25;44.50;29.87;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54916;NA;GBR;-5.45;58.01;1.11;-1.20;0;72.86;9.00;0.00;1553.00;10.80;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54917;Tanera More;GBR;-5.41;58.01;3.69;-1.20;0;73.89;8.94;0.86;1598.00;65.13;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54919;Taransay;GBR;-7.03;57.90;14.78;-0.80;0;37.84;9.03;3.08;1486.68;114.89;42.90;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54930;Cava;GBR;-3.17;58.88;1.14;-0.86;0;86.67;8.73;0.47;903.67;11.44;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54932;Graemsay;GBR;-3.29;58.93;4.45;-0.86;0;85.56;8.66;0.80;906.80;22.90;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54935;Fara;GBR;-3.17;58.84;3.25;-0.87;0;75.06;8.71;0.60;908.50;16.07;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54936;Flotta;GBR;-3.11;58.83;10.40;-0.86;0;71.63;8.69;0.93;964.39;38.40;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54938;Hunda;GBR;-2.98;58.86;1.12;-0.85;0;88.10;8.77;0.47;963.33;7.85;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54941;Hoy;GBR;-3.29;58.85;148.90;-0.87;0;26.97;8.07;5.85;1014.37;126.13;82.85;4;1;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54942;Auskerry;GBR;-2.57;59.03;1.21;-0.80;0;89.05;8.70;0.00;970.33;3.30;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54949;Sanday Island;GBR;-2.56;59.26;58.94;-0.77;0;77.89;8.66;0.64;1000.43;25.02;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54951;Faray;GBR;-2.82;59.21;1.79;-0.78;0;85.71;8.63;0.43;1025.50;13.29;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54953;Calf of Eday;GBR;-2.73;59.24;2.79;-0.77;0;85.87;8.63;0.94;998.67;22.46;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54959;Fair Isle;GBR;-1.63;59.53;9.52;-0.77;0;70.72;8.34;2.41;1048.23;74.90;3.56;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54963;Isle of Noss;GBR;-1.02;60.14;3.41;-0.78;0;89.14;8.24;1.76;1208.57;83.99;0.52;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54965;Housay Island;GBR;-0.76;60.42;1.33;-0.78;0;86.43;8.35;0.50;1188.17;13.63;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54968;Papa Stour Island;GBR;-1.70;60.33;7.71;-0.76;0;76.41;8.31;0.87;1107.89;42.61;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54969;Holm of Sandwick;GBR;-0.99;60.36;19.78;-0.77;0;52.80;8.28;1.41;1200.94;78.98;6.60;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54978;Mousa Island;GBR;-1.18;60.00;2.33;-0.78;0;89.76;8.48;0.43;1059.25;23.67;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54984;Foula Island;GBR;-2.08;60.14;13.07;-0.76;0;51.11;7.98;4.57;1118.84;121.39;40.37;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54986;Westray;GBR;-2.96;59.30;52.24;-0.77;0;55.61;8.56;1.50;1045.86;72.53;11.83;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54987;Papa Westray;GBR;-2.89;59.35;9.99;-0.76;0;70.35;8.60;0.55;1057.00;24.48;0.36;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54988;North Ronaldsay;GBR;-2.42;59.37;8.78;-0.76;0;87.11;8.61;0.31;1007.00;17.14;0.47;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54992;Flotta Island;GBR;-1.35;60.30;766.94;-0.75;0;28.77;8.04;3.43;1149.29;101.50;51.56;5;2;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54998;Hascosay;GBR;-0.99;60.61;2.72;-0.77;0;83.05;8.29;0.31;1086.67;26.76;0.63;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
54999;Fetlar;GBR;-0.86;60.60;41.58;-0.77;0;64.39;8.08;1.92;1233.68;93.59;7.48;4;1;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55007;Unst;GBR;-0.89;60.75;120.45;-0.76;0;34.65;7.99;2.77;1223.33;106.44;33.68;5;2;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55009;South Ronaldsay;GBR;-2.95;58.79;52.63;-0.85;0;44.52;8.61;1.27;1000.68;54.18;32.72;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55010;Shapinsay;GBR;-2.86;59.05;29.74;-0.81;0;58.01;8.63;0.76;1016.01;39.93;0.49;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55011;Gairsay;GBR;-2.97;59.08;3.28;-0.81;0;86.10;8.67;0.70;962.29;25.01;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55015;Stronsay Island;GBR;-2.61;59.11;37.02;-0.79;0;63.03;8.65;0.66;1005.84;35.88;0.49;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55017;NA;GBR;-2.67;59.13;1.04;-0.79;0;87.62;8.70;0.00;980.50;0.50;0.46;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55018;Wyre;GBR;-2.97;59.12;3.62;-0.80;0;86.19;8.69;0.35;978.14;35.76;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55020;Egilsay;GBR;-2.93;59.15;7.19;-0.79;0;77.25;8.66;0.50;978.13;31.38;0.59;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55022;Rousay;GBR;-3.04;59.16;48.59;-0.79;0;35.58;8.24;3.36;1078.44;108.02;62.95;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55023;Eday;GBR;-2.77;59.19;30.99;-0.78;0;58.48;8.56;1.38;1050.76;64.50;9.33;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55024;Lewis with Harris;GBR;-6.66;58.13;2195.70;-0.81;0;14.81;8.66;4.99;1389.08;152.57;84.97;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55046;NA;GBR;-5.19;58.38;4.28;-1.05;0;73.04;8.79;0.99;1539.22;79.81;15.18;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55054;Eilean nan Ron;GBR;-4.34;58.56;2.08;-1.01;0;80.48;8.77;0.94;1071.33;18.98;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55055;Stroma;GBR;-3.12;58.68;4.50;-0.89;0;88.33;8.73;0.72;939.25;31.25;0.43;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55057;Berneray;GBR;-7.64;56.78;2.87;-0.68;0;53.33;9.58;1.34;1325.33;88.06;26.98;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55059;Mingulay;GBR;-7.64;56.81;7.97;-0.68;0;43.34;9.41;3.09;1339.21;129.06;27.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55068;Sandray;GBR;-7.52;56.89;5.33;-0.71;0;38.79;9.49;2.55;1338.10;83.66;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55071;Pabbay;GBR;-7.58;56.85;3.34;-0.70;0;52.86;9.58;2.27;1268.17;90.14;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55072;Orosay;GBR;-7.54;56.93;12.10;-0.71;0;45.85;9.63;1.54;1293.46;80.08;38.47;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55073;Muldoanich Island;GBR;-7.44;56.92;1.01;-0.72;0;55.24;9.57;0.47;1291.33;14.82;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55089;Eilean Shona;GBR;-5.85;56.80;6.97;-1.20;0;73.25;8.96;2.80;2261.43;159.59;47.70;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55097;Muck Island;GBR;-6.24;56.84;5.89;-1.06;0;69.05;9.39;0.67;2213.82;58.44;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55111;Eigg Island;GBR;-6.15;56.90;30.30;-1.10;0;33.94;8.68;4.66;2445.23;248.78;60.17;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55125;Pabay;GBR;-5.86;57.28;1.56;-1.21;0;71.91;9.20;0.00;1773.75;6.18;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55130;Scalpay;GBR;-5.97;57.30;25.43;-1.18;0;31.17;8.53;5.03;1981.79;237.97;72.51;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55138;NA;GBR;-5.84;57.34;2.86;-1.22;0;71.79;9.05;0.76;1941.17;49.36;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55139;Wiay Island;GBR;-6.50;57.34;2.05;-1.01;0;64.76;9.27;0.47;1839.67;33.56;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55150;Hellisay;GBR;-7.34;57.02;3.01;-0.75;0;55.36;9.64;0.70;1233.00;31.02;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55156;Sanday Island;GBR;-6.54;57.06;14.67;-0.98;0;61.37;9.16;2.58;2088.66;124.86;59.50;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55157;Fuday;GBR;-7.39;57.05;2.66;-0.74;0;54.52;9.53;0.43;1290.00;26.39;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55158;Eriskay;GBR;-7.29;57.07;8.06;-0.76;0;45.02;9.51;1.69;1342.00;79.55;18.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55159;Soay;GBR;-6.22;57.15;10.94;-1.09;0;58.98;9.20;1.19;2288.08;116.78;49.06;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55160;South Uist;GBR;-7.33;57.25;324.27;-0.77;0;26.67;9.33;4.99;1294.30;120.09;76.62;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55161;Barra Island;GBR;-7.47;56.99;64.10;-0.73;0;23.87;9.38;3.80;1273.32;135.08;57.30;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55162;Rhum Island;GBR;-6.33;57.00;109.10;-1.04;0;17.10;8.25;8.15;2350.32;328.24;136.18;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55171;NA;GBR;-7.21;57.40;5.03;-0.79;0;55.17;9.52;0.80;1322.58;46.89;0.40;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55182;Ceann Ear;GBR;-7.66;57.53;1.49;-0.73;0;48.81;9.60;0.00;1234.50;5.50;1.44;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55183;NA;GBR;-7.61;57.52;2.27;-0.74;0;49.52;9.60;0.00;1235.25;4.87;1.25;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55187;Island of Skye;GBR;-6.25;57.36;1662.26;-1.06;0;12.77;8.39;7.31;1915.08;375.32;110.42;5;0;5;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55188;Island of Raasay;GBR;-6.04;57.41;66.34;-1.16;0;27.65;8.43;5.79;2041.42;253.00;94.80;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55189;Benbecula;GBR;-7.31;57.44;88.86;-0.78;0;41.24;9.54;0.60;1270.26;26.74;20.06;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55191;NA;GBR;-7.27;57.48;1.11;-0.78;0;54.76;9.55;0.50;1227.00;5.00;0.50;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55200;Island of Rona;GBR;-5.98;57.55;11.38;-1.16;0;57.21;9.01;1.17;1775.96;77.06;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55206;Ronay;GBR;-7.18;57.49;6.98;-0.80;0;42.83;9.43;0.70;1346.93;59.90;6.02;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55207;Grimsay;GBR;-7.24;57.49;11.67;-0.79;0;44.34;9.51;0.36;1277.37;21.73;0.00;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55216;Baleshare;GBR;-7.37;57.53;10.12;-0.77;0;52.74;9.57;0.45;1259.41;7.71;0.51;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55221;Kirkibost Island;GBR;-7.42;57.56;2.33;-0.76;0;51.75;9.60;0.00;1248.60;1.85;0.62;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55242;North Uist;GBR;-7.29;57.60;330.66;-0.78;0;28.21;9.39;1.92;1306.81;88.79;49.13;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55295;Oronsay;GBR;-6.24;56.02;5.65;-0.97;0;70.42;9.69;0.54;1398.40;26.33;0.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55298;Colonsay;GBR;-6.20;56.08;41.84;-0.99;0;32.56;9.53;1.43;1500.85;81.48;16.47;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55307;Jura;GBR;-5.91;55.96;369.57;-1.10;0;15.00;8.80;6.69;1669.74;205.27;106.83;5;0;5;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55308;Great Britain;GBR;-2.57;54.14;219236.05;-0.86;0;14.65;9.02;13.39;1005.84;425.97;152.00;57;18;39;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55320;NA;GBR;-5.76;56.24;1.71;-1.16;0;74.76;9.40;0.71;1958.50;29.78;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55327;Scarba;GBR;-5.71;56.18;14.92;-1.16;0;45.25;8.73;6.14;2047.64;243.39;76.92;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55328;NA;GBR;-5.54;56.16;1.05;-1.22;0;49.35;9.52;0.57;1921.34;67.43;7.12;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55335;Shuna;GBR;-5.60;56.21;4.64;-1.21;0;65.64;9.40;0.82;1970.00;65.58;0.51;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55336;Lunga;GBR;-5.70;56.22;2.85;-1.18;0;76.67;9.50;0.58;1815.33;54.44;0.47;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55337;Torsa Island;GBR;-5.64;56.23;16.57;-1.20;0;52.05;9.43;1.02;1958.13;102.89;0.50;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55344;Iona;GBR;-6.41;56.33;9.47;-0.94;0;52.35;9.59;0.77;1537.38;45.35;0.48;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55357;Kerrera;GBR;-5.54;56.40;12.98;-1.27;0;44.73;9.14;2.20;2153.08;191.60;7.50;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55375;Eorsa Island;GBR;-6.09;56.47;1.06;-1.08;0;76.67;9.50;0.00;1614.00;11.00;36.98;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55378;Tiree;GBR;-6.89;56.50;78.66;-0.85;0;36.44;9.69;0.72;1297.75;56.01;26.98;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55383;Island of Mull;GBR;-6.03;56.45;925.73;-1.09;0;16.67;8.58;8.14;1924.76;256.31;123.06;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55387;Lismore Island;GBR;-5.52;56.51;23.37;-1.29;0;55.48;9.21;1.14;2141.02;99.08;21.37;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55390;NA;GBR;-5.41;56.53;1.27;-1.33;0;78.10;9.30;0.00;2048.50;15.50;0.00;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55396;Shuna Island;GBR;-5.39;56.59;1.64;-1.34;0;78.33;9.20;0.82;2147.67;27.35;16.63;3;0;3;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55407;Coll Island;GBR;-6.56;56.63;77.68;-0.95;0;31.83;9.53;0.98;1670.84;91.30;17.74;1;0;1;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55426;Alderney;GGY;-2.20;49.72;9.82;-1.05;0;40.10;11.38;1.51;839.00;49.64;6.50;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55428;Sark;GGY;-2.36;49.43;6.40;-1.12;0;28.07;11.36;1.67;911.82;41.26;48.09;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55430;Guernsey;GGY;-2.58;49.46;68.34;-1.08;0;21.24;11.47;1.98;865.30;63.74;40.04;3;1;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
55432;Caquorobert;GGY;-2.45;49.47;1.53;-1.08;0;42.38;11.60;1.00;832.00;14.00;0.00;2;0;2;0;0;0;0.00;0.00;0.00;Eurasia;Pale+Nea+Eur+SinJ
